batch_code,product_code,quantity,purchase_date,expiry_date,purchase_cost,status
B-ROTI02-0999,ROTI02,33,2026-05-28,2026-06-27,181500.0,ACTIVE
B-GAS01-1000,GAS01,15,2026-05-28,,277500.0,ACTIVE
B-BRS01-1001,BRS01,25,2026-06-07,2026-12-04,1550000.0,ACTIVE
B-BRS02-1002,BRS02,37,2026-06-07,2026-12-04,1998000.0,ACTIVE
B-GLA01-1003,GLA01,63,2026-06-07,,882000.0,ACTIVE
B-MYK01-1004,MYK01,36,2026-06-07,2027-06-07,594000.0,ACTIVE
B-MYK02-1005,MYK02,50,2026-06-07,2027-06-07,675000.0,ACTIVE
B-TLR01-1006,TLR01,31,2026-06-07,2026-06-21,806000.0,ACTIVE
B-TPG01-1007,TPG01,17,2026-06-07,2027-06-07,178500.0,ACTIVE
B-MIE01-1008,MIE01,133,2026-06-07,2027-02-02,345800.0,ACTIVE
B-MIE02-1009,MIE02,135,2026-06-07,2027-02-02,337500.0,ACTIVE
B-MIE03-1010,MIE03,75,2026-06-07,2027-02-02,187500.0,ACTIVE
B-MNM01-1011,MNM01,111,2026-06-07,2027-06-07,333000.0,ACTIVE
B-MNM02-1012,MNM02,96,2026-06-07,2026-12-04,297600.0,ACTIVE
B-MNM03-1013,MNM03,139,2026-06-07,2027-06-07,166800.0,ACTIVE
B-MNM04-1014,MNM04,77,2026-06-07,2027-06-07,231000.0,ACTIVE
B-RKK01-1015,RKK01,108,2026-06-07,,3402000.0,ACTIVE
B-RKK02-1016,RKK02,49,2026-06-07,,1127000.0,ACTIVE
B-SNK01-1017,SNK01,32,2026-06-07,2026-10-05,217600.0,ACTIVE
B-SNK02-1018,SNK02,23,2026-06-07,2026-12-04,172500.0,ACTIVE
B-SNK03-1019,SNK03,34,2026-06-07,2026-12-04,176800.0,ACTIVE
B-BMB01-1020,BMB01,51,2026-06-07,2027-06-07,229500.0,ACTIVE
B-KRT01-1021,KRT01,23,2026-06-07,,379500.0,ACTIVE
B-KRT02-1022,KRT02,33,2026-06-07,,396000.0,ACTIVE
B-ROTI01-1023,ROTI01,17,2026-06-07,2026-06-12,221000.0,ACTIVE
B-ROTI02-1024,ROTI02,47,2026-06-07,2026-07-07,258500.0,ACTIVE
B-GAS01-1025,GAS01,15,2026-06-07,,277500.0,ACTIVE
B-BRS01-1026,BRS01,34,2026-06-14,2026-12-11,2108000.0,ACTIVE
B-BRS02-1027,BRS02,28,2026-06-14,2026-12-11,1512000.0,ACTIVE
B-GLA01-1028,GLA01,61,2026-06-14,,854000.0,ACTIVE
B-MYK01-1029,MYK01,53,2026-06-14,2027-06-14,874500.0,ACTIVE
B-MYK02-1030,MYK02,51,2026-06-14,2027-06-14,688500.0,ACTIVE
B-TLR01-1031,TLR01,28,2026-06-14,2026-06-28,728000.0,ACTIVE
B-TPG01-1032,TPG01,24,2026-06-14,2027-06-14,252000.0,ACTIVE
B-MIE01-1033,MIE01,178,2026-06-14,2027-02-09,462800.0,ACTIVE
B-MIE02-1034,MIE02,120,2026-06-14,2027-02-09,300000.0,ACTIVE
B-MIE03-1035,MIE03,83,2026-06-14,2027-02-09,207500.0,ACTIVE
B-MNM01-1036,MNM01,159,2026-06-14,2027-06-14,477000.0,ACTIVE
B-MNM02-1037,MNM02,84,2026-06-14,2026-12-11,260400.0,ACTIVE
B-MNM03-1038,MNM03,83,2026-06-14,2027-06-14,99600.0,ACTIVE
B-MNM04-1039,MNM04,79,2026-06-14,2027-06-14,237000.0,ACTIVE
B-RKK01-1040,RKK01,94,2026-06-14,,2961000.0,ACTIVE
B-RKK02-1041,RKK02,78,2026-06-14,,1794000.0,ACTIVE
B-SNK01-1042,SNK01,38,2026-06-14,2026-10-12,258400.0,ACTIVE
B-SNK02-1043,SNK02,22,2026-06-14,2026-12-11,165000.0,ACTIVE
B-SNK03-1044,SNK03,34,2026-06-14,2026-12-11,176800.0,ACTIVE
B-BMB01-1045,BMB01,45,2026-06-14,2027-06-14,202500.0,ACTIVE
B-KRT01-1046,KRT01,22,2026-06-14,,363000.0,ACTIVE
B-KRT02-1047,KRT02,32,2026-06-14,,384000.0,ACTIVE
B-ROTI01-1048,ROTI01,19,2026-06-14,2026-06-19,247000.0,ACTIVE
B-ROTI02-1049,ROTI02,30,2026-06-14,2026-07-14,165000.0,ACTIVE
B-GAS01-1050,GAS01,20,2026-06-14,,370000.0,ACTIVE
B-BRS01-1051,BRS01,23,2026-06-21,2026-12-18,1426000.0,ACTIVE
B-BRS02-1052,BRS02,46,2026-06-21,2026-12-18,2484000.0,ACTIVE
B-GLA01-1053,GLA01,61,2026-06-21,,854000.0,ACTIVE
B-MYK01-1054,MYK01,51,2026-06-21,2027-06-21,841500.0,ACTIVE
B-MYK02-1055,MYK02,57,2026-06-21,2027-06-21,769500.0,ACTIVE
B-TLR01-1056,TLR01,35,2026-06-21,2026-07-05,910000.0,ACTIVE
B-TPG01-1057,TPG01,24,2026-06-21,2027-06-21,252000.0,ACTIVE
B-MIE01-1058,MIE01,203,2026-06-21,2027-02-16,527800.0,ACTIVE
B-MIE02-1059,MIE02,135,2026-06-21,2027-02-16,337500.0,ACTIVE
B-MIE03-1060,MIE03,67,2026-06-21,2027-02-16,167500.0,ACTIVE
B-MNM01-1061,MNM01,141,2026-06-21,2027-06-21,423000.0,ACTIVE
B-MNM02-1062,MNM02,83,2026-06-21,2026-12-18,257300.0,ACTIVE
B-MNM03-1063,MNM03,130,2026-06-21,2027-06-21,156000.0,ACTIVE
B-MNM04-1064,MNM04,62,2026-06-21,2027-06-21,186000.0,ACTIVE
B-RKK01-1065,RKK01,69,2026-06-21,,2173500.0,ACTIVE
B-RKK02-1066,RKK02,67,2026-06-21,,1541000.0,ACTIVE
B-SNK01-1067,SNK01,36,2026-06-21,2026-10-19,244800.0,ACTIVE
B-SNK02-1068,SNK02,22,2026-06-21,2026-12-18,165000.0,ACTIVE
B-SNK03-1069,SNK03,33,2026-06-21,2026-12-18,171600.0,ACTIVE
B-BMB01-1070,BMB01,33,2026-06-21,2027-06-21,148500.0,ACTIVE
B-KRT01-1071,KRT01,23,2026-06-21,,379500.0,ACTIVE
B-KRT02-1072,KRT02,30,2026-06-21,,360000.0,ACTIVE
B-ROTI01-1073,ROTI01,21,2026-06-21,2026-06-26,273000.0,ACTIVE
B-ROTI02-1074,ROTI02,32,2026-06-21,2026-07-21,176000.0,ACTIVE
B-GAS01-1075,GAS01,19,2026-06-21,,351500.0,ACTIVE
B-BRS01-1076,BRS01,30,2026-06-28,2026-12-25,1860000.0,ACTIVE
B-BRS02-1077,BRS02,48,2026-06-28,2026-12-25,2592000.0,ACTIVE
B-GLA01-1078,GLA01,40,2026-06-28,,560000.0,ACTIVE
B-MYK01-1079,MYK01,51,2026-06-28,2027-06-28,841500.0,ACTIVE
B-MYK02-1080,MYK02,41,2026-06-28,2027-06-28,553500.0,ACTIVE
B-TLR01-1081,TLR01,33,2026-06-28,2026-07-12,858000.0,ACTIVE
B-TPG01-1082,TPG01,22,2026-06-28,2027-06-28,231000.0,ACTIVE
B-MIE01-1083,MIE01,174,2026-06-28,2027-02-23,452400.0,ACTIVE
B-MIE02-1084,MIE02,118,2026-06-28,2027-02-23,295000.0,ACTIVE
B-MIE03-1085,MIE03,95,2026-06-28,2027-02-23,237500.0,ACTIVE
B-MNM01-1086,MNM01,139,2026-06-28,2027-06-28,417000.0,ACTIVE
B-MNM02-1087,MNM02,91,2026-06-28,2026-12-25,282100.0,ACTIVE
B-MNM03-1088,MNM03,87,2026-06-28,2027-06-28,104400.0,ACTIVE
B-MNM04-1089,MNM04,72,2026-06-28,2027-06-28,216000.0,ACTIVE
B-RKK01-1090,RKK01,77,2026-06-28,,2425500.0,ACTIVE
B-RKK02-1091,RKK02,70,2026-06-28,,1610000.0,ACTIVE
B-SNK01-1092,SNK01,39,2026-06-28,2026-10-26,265200.0,ACTIVE
B-SNK02-1093,SNK02,24,2026-06-28,2026-12-25,180000.0,ACTIVE
B-SNK03-1094,SNK03,27,2026-06-28,2026-12-25,140400.0,ACTIVE
B-BMB01-1095,BMB01,46,2026-06-28,2027-06-28,207000.0,ACTIVE
B-KRT01-1096,KRT01,18,2026-06-28,,297000.0,ACTIVE
B-KRT02-1097,KRT02,25,2026-06-28,,300000.0,ACTIVE
B-ROTI01-1098,ROTI01,16,2026-06-28,2026-07-03,208000.0,ACTIVE
B-ROTI02-1099,ROTI02,43,2026-06-28,2026-07-28,236500.0,ACTIVE
B-GAS01-1100,GAS01,18,2026-06-28,,333000.0,ACTIVE
B-BRS01-1101,BRS01,31,2026-07-07,2027-01-03,1922000.0,ACTIVE
B-BRS02-1102,BRS02,36,2026-07-07,2027-01-03,1944000.0,ACTIVE
B-GLA01-1103,GLA01,48,2026-07-07,,672000.0,ACTIVE
B-MYK01-1104,MYK01,51,2026-07-07,2027-07-07,841500.0,ACTIVE
B-MYK02-1105,MYK02,60,2026-07-07,2027-07-07,810000.0,ACTIVE
B-TLR01-1106,TLR01,28,2026-07-07,2026-07-21,728000.0,ACTIVE
B-TPG01-1107,TPG01,23,2026-07-07,2027-07-07,241500.0,ACTIVE
B-MIE01-1108,MIE01,128,2026-07-07,2027-03-04,332800.0,ACTIVE
B-MIE02-1109,MIE02,124,2026-07-07,2027-03-04,310000.0,ACTIVE
B-MIE03-1110,MIE03,107,2026-07-07,2027-03-04,267500.0,ACTIVE
B-MNM01-1111,MNM01,125,2026-07-07,2027-07-07,375000.0,ACTIVE
B-MNM02-1112,MNM02,85,2026-07-07,2027-01-03,263500.0,ACTIVE
B-MNM03-1113,MNM03,117,2026-07-07,2027-07-07,140400.0,ACTIVE
B-MNM04-1114,MNM04,74,2026-07-07,2027-07-07,222000.0,ACTIVE
B-RKK01-1115,RKK01,102,2026-07-07,,3213000.0,ACTIVE
B-RKK02-1116,RKK02,72,2026-07-07,,1656000.0,ACTIVE
B-SNK01-1117,SNK01,27,2026-07-07,2026-11-04,183600.0,ACTIVE
B-SNK02-1118,SNK02,23,2026-07-07,2027-01-03,172500.0,ACTIVE
B-SNK03-1119,SNK03,25,2026-07-07,2027-01-03,130000.0,ACTIVE
B-BMB01-1120,BMB01,36,2026-07-07,2027-07-07,162000.0,ACTIVE
B-KRT01-1121,KRT01,16,2026-07-07,,264000.0,ACTIVE
B-KRT02-1122,KRT02,34,2026-07-07,,408000.0,ACTIVE
B-ROTI01-1123,ROTI01,22,2026-07-07,2026-07-12,286000.0,ACTIVE
B-ROTI02-1124,ROTI02,40,2026-07-07,2026-08-06,220000.0,ACTIVE
B-GAS01-1125,GAS01,19,2026-07-07,,351500.0,ACTIVE
B-BRS01-1126,BRS01,23,2026-07-14,2027-01-10,1426000.0,ACTIVE
B-BRS02-1127,BRS02,48,2026-07-14,2027-01-10,2592000.0,ACTIVE
B-GLA01-1128,GLA01,63,2026-07-14,,882000.0,ACTIVE
B-MYK01-1129,MYK01,40,2026-07-14,2027-07-14,660000.0,ACTIVE
B-MYK02-1130,MYK02,41,2026-07-14,2027-07-14,553500.0,ACTIVE
B-TLR01-1131,TLR01,33,2026-07-14,2026-07-28,858000.0,ACTIVE
B-TPG01-1132,TPG01,21,2026-07-14,2027-07-14,220500.0,ACTIVE
B-MIE01-1133,MIE01,201,2026-07-14,2027-03-11,522600.0,ACTIVE
B-MIE02-1134,MIE02,90,2026-07-14,2027-03-11,225000.0,ACTIVE
B-MIE03-1135,MIE03,65,2026-07-14,2027-03-11,162500.0,ACTIVE
B-MNM01-1136,MNM01,143,2026-07-14,2027-07-14,429000.0,ACTIVE
B-MNM02-1137,MNM02,84,2026-07-14,2027-01-10,260400.0,ACTIVE
B-MNM03-1138,MNM03,109,2026-07-14,2027-07-14,130800.0,ACTIVE
B-MNM04-1139,MNM04,74,2026-07-14,2027-07-14,222000.0,ACTIVE
B-RKK01-1140,RKK01,71,2026-07-14,,2236500.0,ACTIVE
B-RKK02-1141,RKK02,54,2026-07-14,,1242000.0,ACTIVE
B-SNK01-1142,SNK01,39,2026-07-14,2026-11-11,265200.0,ACTIVE
B-SNK02-1143,SNK02,18,2026-07-14,2027-01-10,135000.0,ACTIVE
B-SNK03-1144,SNK03,30,2026-07-14,2027-01-10,156000.0,ACTIVE
B-BMB01-1145,BMB01,55,2026-07-14,2027-07-14,247500.0,ACTIVE
B-KRT01-1146,KRT01,20,2026-07-14,,330000.0,ACTIVE
B-KRT02-1147,KRT02,25,2026-07-14,,300000.0,ACTIVE
B-ROTI01-1148,ROTI01,21,2026-07-14,2026-07-19,273000.0,ACTIVE
B-ROTI02-1149,ROTI02,37,2026-07-14,2026-08-13,203500.0,ACTIVE
B-GAS01-1150,GAS01,13,2026-07-14,,240500.0,ACTIVE
B-BRS01-1151,BRS01,25,2026-07-21,2027-01-17,1550000.0,ACTIVE
B-BRS02-1152,BRS02,36,2026-07-21,2027-01-17,1944000.0,ACTIVE
B-GLA01-1153,GLA01,55,2026-07-21,,770000.0,ACTIVE
B-MYK01-1154,MYK01,38,2026-07-21,2027-07-21,627000.0,ACTIVE
B-MYK02-1155,MYK02,62,2026-07-21,2027-07-21,837000.0,ACTIVE
B-TLR01-1156,TLR01,24,2026-07-21,2026-08-04,624000.0,ACTIVE
B-TPG01-1157,TPG01,24,2026-07-21,2027-07-21,252000.0,ACTIVE
B-MIE01-1158,MIE01,177,2026-07-21,2027-03-18,460200.0,ACTIVE
B-MIE02-1159,MIE02,94,2026-07-21,2027-03-18,235000.0,ACTIVE
B-MIE03-1160,MIE03,101,2026-07-21,2027-03-18,252500.0,ACTIVE
B-MNM01-1161,MNM01,111,2026-07-21,2027-07-21,333000.0,ACTIVE
B-MNM02-1162,MNM02,66,2026-07-21,2027-01-17,204600.0,ACTIVE
B-MNM03-1163,MNM03,82,2026-07-21,2027-07-21,98400.0,ACTIVE
B-MNM04-1164,MNM04,67,2026-07-21,2027-07-21,201000.0,ACTIVE
B-RKK01-1165,RKK01,108,2026-07-21,,3402000.0,ACTIVE
B-RKK02-1166,RKK02,49,2026-07-21,,1127000.0,ACTIVE
B-SNK01-1167,SNK01,33,2026-07-21,2026-11-18,224400.0,ACTIVE
B-SNK02-1168,SNK02,20,2026-07-21,2027-01-17,150000.0,ACTIVE
B-SNK03-1169,SNK03,29,2026-07-21,2027-01-17,150800.0,ACTIVE
B-BMB01-1170,BMB01,35,2026-07-21,2027-07-21,157500.0,ACTIVE
B-KRT01-1171,KRT01,24,2026-07-21,,396000.0,ACTIVE
B-KRT02-1172,KRT02,29,2026-07-21,,348000.0,ACTIVE
B-ROTI01-1173,ROTI01,20,2026-07-21,2026-07-26,260000.0,ACTIVE
B-ROTI02-1174,ROTI02,45,2026-07-21,2026-08-20,247500.0,ACTIVE
B-GAS01-1175,GAS01,18,2026-07-21,,333000.0,ACTIVE
B-BRS01-1176,BRS01,29,2026-07-28,2027-01-24,1798000.0,ACTIVE
B-BRS02-1177,BRS02,43,2026-07-28,2027-01-24,2322000.0,ACTIVE
B-GLA01-1178,GLA01,52,2026-07-28,,728000.0,ACTIVE
B-MYK01-1179,MYK01,49,2026-07-28,2027-07-28,808500.0,ACTIVE
B-MYK02-1180,MYK02,58,2026-07-28,2027-07-28,783000.0,ACTIVE
B-TLR01-1181,TLR01,35,2026-07-28,2026-08-11,910000.0,ACTIVE
B-TPG01-1182,TPG01,16,2026-07-28,2027-07-28,168000.0,ACTIVE
B-MIE01-1183,MIE01,163,2026-07-28,2027-03-25,423800.0,ACTIVE
B-MIE02-1184,MIE02,133,2026-07-28,2027-03-25,332500.0,ACTIVE
B-MIE03-1185,MIE03,92,2026-07-28,2027-03-25,230000.0,ACTIVE
B-MNM01-1186,MNM01,96,2026-07-28,2027-07-28,288000.0,ACTIVE
B-MNM02-1187,MNM02,75,2026-07-28,2027-01-24,232500.0,ACTIVE
B-MNM03-1188,MNM03,113,2026-07-28,2027-07-28,135600.0,ACTIVE
B-MNM04-1189,MNM04,64,2026-07-28,2027-07-28,192000.0,ACTIVE
B-RKK01-1190,RKK01,94,2026-07-28,,2961000.0,ACTIVE
B-RKK02-1191,RKK02,52,2026-07-28,,1196000.0,ACTIVE
B-SNK01-1192,SNK01,36,2026-07-28,2026-11-25,244800.0,ACTIVE
B-SNK02-1193,SNK02,26,2026-07-28,2027-01-24,195000.0,ACTIVE
B-SNK03-1194,SNK03,26,2026-07-28,2027-01-24,135200.0,ACTIVE
B-BMB01-1195,BMB01,33,2026-07-28,2027-07-28,148500.0,ACTIVE
B-KRT01-1196,KRT01,24,2026-07-28,,396000.0,ACTIVE
B-KRT02-1197,KRT02,20,2026-07-28,,240000.0,ACTIVE
B-ROTI01-1198,ROTI01,24,2026-07-28,2026-08-02,312000.0,ACTIVE
B-ROTI02-1199,ROTI02,28,2026-07-28,2026-08-27,154000.0,ACTIVE
B-GAS01-1200,GAS01,17,2026-07-28,,314500.0,ACTIVE
